gene_id	type	motif_min_rank	min_motif_rank	min_q_val	min_enr_fold	min_pi_value	gene_name	description	ath_gene_id	ath_alias	gene_name_figs	Expressed gene	Gene description_DE	P value_DE	Avg_log2(FC)_DE	pct.1_DE	pct.2_DE	Adjusted P value_DE	Cluster_DE
Zm00001d012223	TG						Zm00001d012223	Protein trichome berefringence-like 7	AT1G48880	TBL7	Zm00001d012223 (TBL7)	True							
Zm00001d012243	TG						Zm00001d012243		AT5G64090		Zm00001d012243	True							
Zm00001d012332	TG						Zm00001d012332				Zm00001d012332	True							
Zm00001d012404	TG						Zm00001d012404	myb domain protein 3r-3	AT5G02320	MYB3R-5	Zm00001d012404 (MYB3R-5)	True							
Zm00001d012414	TG						Zm00001d012414	ROTUNDIFOLIA like 8	AT3G55515	RTFL7	Zm00001d012414 (RTFL7)	True							
Zm00001d012520	TG						Zm00001d012520	Protein LURP-one-related 8	AT2G38640		Zm00001d012520	True							
Zm00001d012525	TG						Zm00001d012525	Protein MOR1	AT2G35630	MOR1	Zm00001d012525 (MOR1)	True							
Zm00001d012539	TG						Zm00001d012539	Protein RETICULATA-RELATED 3 chloroplastic	AT3G08640	RER3	Zm00001d012539 (RER3)	True							
Zm00001d012627	TG						Zm00001d012627	Insulin-degrading enzyme-like 1 peroxisomal	AT2G41790		Zm00001d012627	True							
Zm00001d012661	TG						Zm00001d012661	DExH-box ATP-dependent RNA helicase DExH6	AT2G30800	HVT1	Zm00001d012661 (HVT1)	True							
Zm00001d012681	TG						Zm00001d012681	RHOMBOID-like protein 12 mitochondrial	AT5G63400	ADK1	Zm00001d012681 (ADK1)	True							
Zm00001d012684	TG						Zm00001d012684				Zm00001d012684	True							
Zm00001d012693	TG						nucleobase:cation symporter23	Solute carrier family 23 member 2	AT2G34190		nucleobase:cation symporter23	True							
Zm00001d012699	TG						Zm00001d012699	Cupin%2C RmlC-type%3B Cupin%2C RmlC-type isoform 1%3B Cupin%2C RmlC-type isoform 2%3B Cupin%2C RmlC-type isoform 3	AT3G58670		Zm00001d012699	True							
Zm00001d012774	TG						Zm00001d012774	Putative prolin-rich extensin-like receptor protein kinase family protein	AT5G38560	PERK8	Zm00001d012774 (PERK8)	True							
Zm00001d012895	TG						Zm00001d012895	DUF4378 domain protein	AT5G26910	TRM8	Zm00001d012895 (TRM8)	True							
Zm00001d012984	TG						Zm00001d012984	Protein FLC EXPRESSOR	AT3G14750		Zm00001d012984	True							
Zm00001d013038	TG						Zm00001d013038	Cupredoxin superfamily protein	AT5G26330		Zm00001d013038	True							
Zm00001d013061	TG						Zm00001d013061	Thioredoxin	AT2G02590		Zm00001d013061	True	Thioredoxin  	0.0	0.45191204622970593	0.679	0.243	0.0	Bundle_sheath
Zm00001d013071	TG						Aux/IAA-transcription factor 19	Auxin-responsive protein IAA4	AT1G04240	SHY2	Aux/IAA-transcription factor 19 (SHY2)	True	Auxin-responsive protein IAA4	0.0	0.921839867086054	0.45299999999999996	0.036000000000000004	0.0	Bundle_sheath
Zm00001d013091	TG						Zm00001d013091	Cyclin-dependent kinase G-1	AT5G63370	CDKG1	Zm00001d013091 (CDKG1)	True							
Zm00001d013265	TG						MYB-related-transcription factor 106	Transcriptional adapter ADA2b	AT4G17240		MYB-related-transcription factor 106	True							
Zm00001d013277	TG						Zm00001d013277	Retrovirus-related Pol polyprotein LINE-1	AT1G05385	Psb27-H1	Zm00001d013277 (Psb27-H1)	True							
Zm00001d013502	TG						Zm00001d013502		AT3G57500		Zm00001d013502	True							
Zm00001d013505	TG						proteasome component2	proteasome component2	AT3G22630	PRCGB	proteasome component2 (PRCGB)	True							
Zm00001d013517	TG						Zm00001d013517		AT1G55265		Zm00001d013517	True							
Zm00001d013520	TG						clavata3/esr-related5	clavata3/esr-related5			clavata3/esr-related5	True							
Zm00001d013571	TG						Zm00001d013571	Probable BOI-related E3 ubiquitin-protein ligase 2	AT3G12920	BRG3	Zm00001d013571 (BRG3)	True							
Zm00001d013627	TG						Zm00001d013627	DWNN domain a CCHC-type zinc finger	AT5G47430		Zm00001d013627	True							
Zm00001d013706	TG						thylakoid assembly 9	thylakoid assembly 9	AT1G47720	OSB1	thylakoid assembly 9 (OSB1)	True							
Zm00001d013863	TG						Zm00001d013863	Zinc finger CCCH domain-containing protein 19	AT3G51120		Zm00001d013863	True							
Zm00001d013892	TG						Zm00001d013892	Methionine aminopeptidase	AT2G45240	MAP1A	Zm00001d013892 (MAP1A)	True							
Zm00001d014150	TG						starch synthase6	Starch synthase IIc	AT3G01180	SS2	starch synthase6 (SS2)	True	Starch synthase IIc  	0.0	0.9209376317111488	0.313	0.106	0.0	BSCs
Zm00001d014152	TG						Zm00001d014152	Cationic amino acid transporter 4 vacuolar	AT5G36940	CAT3	Zm00001d014152 (CAT3)	True							
Zm00001d014383	TG						Zm00001d014383	3-hydroxyisobutyrate dehydrogenase	AT4G20930		Zm00001d014383	True							
Zm00001d014414	TG						Zm00001d014414	Calmodulin			Zm00001d014414	True							
Zm00001d014516	TG						Zm00001d014516	Probable mitochondrial intermediate peptidase mitochondrial	AT5G51540		Zm00001d014516	True							
Zm00001d014568	TG						Zm00001d014568	DNA repair protein REV1	AT5G44750	REV1	Zm00001d014568 (REV1)	True							
Zm00001d014575	TG						Zm00001d014575	RNA polymerase I specific transcription initiation factor RRN3 protein	AT2G34750		Zm00001d014575	True							
Zm00001d014764	TG						Zm00001d014764				Zm00001d014764	True							
Zm00001d014781	TG						Zm00001d014781		AT2G17972		Zm00001d014781	True							
Zm00001d014826	TG						Zm00001d014826	Expansin-like A2	AT3G45970	EXPL1	Zm00001d014826 (EXPL1)	True							
Zm00001d014867	TG						Zm00001d014867	Callose synthase 3	AT5G13000	GSL12	Zm00001d014867 (GSL12)	True							
Zm00001d014911	TG						Zm00001d014911	Phosphatidylinositol-4-phosphate 5-kinase 9	AT3G09920	PIP5K9	Zm00001d014911 (PIP5K9)	True							
Zm00001d014937	TG						Zm00001d014937				Zm00001d014937	True							
Zm00001d015037	TG						Zm00001d015037	Glutamate--tRNA ligase chloroplastic/mitochondrial	AT5G64050	OVA3	Zm00001d015037 (OVA3)	True							
Zm00001d015229	TG						Zm00001d015229	Protein arginine N-methyltransferase 1.5	AT4G31120	SKB1	Zm00001d015229 (SKB1)	True							
Zm00001d015239	TG						Zm00001d015239	Camelliol C synthase	AT2G07050	CAS1	Zm00001d015239 (CAS1)	True	Camelliol C synthase	0.0	-2.010191777869009	0.087	0.386	0.0	BSCs
Zm00001d015249	TG						Zm00001d015249	Dolichol kinase EVAN			Zm00001d015249	True							
Zm00001d015259	TG						Zm00001d015259	26S proteasome non-ATPase regulatory subunit 2 homolog A	AT2G20580	RPN1A	Zm00001d015259 (RPN1A)	True							
Zm00001d015376	TG						phosphoglycerate kinase3	Phosphoglycerate kinase	AT1G79550	PGK	phosphoglycerate kinase3 (PGK)	True	Phosphoglycerate kinase  	0.0	0.415792333300016	0.14300000000000002	0.06	0.006703	BSCs
Zm00001d015378	TG						glycine cleavage system protein H2	Glycine cleavage system H protein 2 mitochondrial	AT2G35120		glycine cleavage system protein H2	True							
Zm00001d015703	TG						Zm00001d015703	Apoptosis inhibitory protein 5 (API5)	AT2G34040		Zm00001d015703	True							
Zm00001d015743	TG						bZIP-transcription factor 61	Transcription factor HY5	AT5G11260	TED 5	bZIP-transcription factor 61 (TED 5)	True							
Zm00001d015817	TG						Zm00001d015817	40S ribosomal protein S4-3	AT5G07090		Zm00001d015817	True							
Zm00001d015889	TG						Zm00001d015889		AT1G12380		Zm00001d015889	True							
Zm00001d015890	TG						Zm00001d015890	SNARE-interacting protein KEULE	AT1G12360	SEC11	Zm00001d015890 (SEC11)	True							
Zm00001d015918	TG						Zm00001d015918				Zm00001d015918	True							
Zm00001d015970	TG						Zm00001d015970	Protein kish	AT5G20165		Zm00001d015970	True							
Zm00001d015974	TG						Zm00001d015974	Leucine Rich Repeat family protein	AT3G58530		Zm00001d015974	True							
Zm00001d015975	TG						Zm00001d015975	Probable lactoylglutathione lyase chloroplastic	AT1G67280		Zm00001d015975	True							
Zm00001d016000	TG						MYB-related-transcription factor 74	Myb-related protein 3R-1	AT5G11510	MYB3R-4	MYB-related-transcription factor 74 (MYB3R-4)	True							
Zm00001d016019	TG						Zm00001d016019				Zm00001d016019	True							
Zm00001d016037	TG						Zm00001d016037	Adenine nucleotide alpha hydrolases-like superfamily protein	AT3G24560	RSY3	Zm00001d016037 (RSY3)	True							
Zm00001d016440	TG						Zm00001d016440	DNAJ heat shock family protein	AT2G20560		Zm00001d016440	True							
Zm00001d016442	TG						Zm00001d016442	drought-induced 19	AT5G26990		Zm00001d016442	True							
Zm00001d016581	TG						Zm00001d016581	DNA polymerase epsilon catalytic subunit A	AT1G08260	TIL1	Zm00001d016581 (TIL1)	True							
Zm00001d016822	TG						Zm00001d016822	Phosphoinositide phosphatase SAC6	AT3G51460	RHD4	Zm00001d016822 (RHD4)	True							
Zm00001d016828	TG						yellow-green3	Pentatricopeptide repeat-containing protein	AT2G27610		yellow-green3	True							
Zm00001d016879	TG						Zm00001d016879	Probable protein kinase	AT2G41970		Zm00001d016879	True							
Zm00001d016928	TG						somatic embryogenesis receptor-like kinase2	Somatic embryogenesis receptor kinase 2	AT1G71830	SERK1	somatic embryogenesis receptor-like kinase2 (SERK1)	True							
Zm00001d016988	TG						Zm00001d016988	tRNA pseudouridine synthase	AT3G06950		Zm00001d016988	True	tRNA pseudouridine synthase  	0.0	0.34882313891993	0.109	0.038	0.002676	BSCs
Zm00001d017151	TG						Zm00001d017151	glycine-rich protein	AT2G43630		Zm00001d017151	True							
Zm00001d017165	TG						FAR1-like-transcription factor 9	Protein FAR1-RELATED SEQUENCE 6			FAR1-like-transcription factor 9	True							
Zm00001d017330	TG						Zm00001d017330	ATP-dependent Clp protease proteolytic subunit	AT5G23140	NCLPP7	Zm00001d017330 (NCLPP7)	True							
Zm00001d017416	TG						Zm00001d017416	Pectin lyase-like superfamily protein	AT3G55140		Zm00001d017416	True							
Zm00001d017501	TG						Zm00001d017501	Peroxisome biogenesis protein 19-1	AT3G03490	PEX19-1	Zm00001d017501 (PEX19-1)	True							
Zm00001d017584	TG						Zm00001d017584	Lysophospholipid acyltransferase 1	AT1G12640	LPLAT1	Zm00001d017584 (LPLAT1)	True							
Zm00001d017676	TG						Zm00001d017676	Acetylornithine deacetylase	AT4G17830		Zm00001d017676	True							
Zm00001d017754	TG						Zm00001d017754	yeast YAK1-related gene 1	AT5G35980	YAK1	Zm00001d017754 (YAK1)	True							
Zm00001d017785	TG						Zm00001d017785	alpha/beta-Hydrolases superfamily protein	AT2G18360		Zm00001d017785	True							
Zm00001d017808	TG						Zm00001d017808	ATP-dependent DNA helicase homolog RECG chloroplastic	AT2G01440		Zm00001d017808	True							
Zm00001d017920	TG						Zm00001d017920	Homeobox-leucine zipper protein HAT5	AT3G01470	HD-ZIP-1	Zm00001d017920 (HD-ZIP-1)	True							
Zm00001d017982	TG						Zm00001d017982	DExH-box ATP-dependent RNA helicase DExH15 chloroplastic	AT1G70070	PDE317	Zm00001d017982 (PDE317)	True							
Zm00001d017988	TG						Zm00001d017988	P-loop containing nucleoside triphosphate hydrolases superfamily protein	AT4G04180		Zm00001d017988	True							
Zm00001d018014	TG						Zm00001d018014	P-loop containing nucleoside triphosphate hydrolases superfamily protein	AT5G60930		Zm00001d018014	True							
Zm00001d018025	TG						Zm00001d018025	protein tyrosine kinase family protein	AT1G73660	SIS8	Zm00001d018025 (SIS8)	True							
Zm00001d018043	TG						Zm00001d018043	Cullin-3B	AT1G26830	CUL3A	Zm00001d018043 (CUL3A)	True							
Zm00001d018102	TG						Zm00001d018102		AT1G62830	SWP1	Zm00001d018102 (SWP1)	True							
Zm00001d018185	TG						Zm00001d018185	G-type lectin S-receptor-like serine/threonine-protein kinase	AT5G35370		Zm00001d018185	True							
Zm00001d018274	TG						Zm00001d018274	Isoleucine--tRNA ligase chloroplastic/mitochondrial	AT5G49030	OVA2	Zm00001d018274 (OVA2)	True							
Zm00001d018413	TG						Zm00001d018413	Molecular chaperone Hsp40/DnaJ family protein	AT1G11750	NCLPP6	Zm00001d018413 (NCLPP6)	True							
Zm00001d018479	TG						Zm00001d018479	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9 mitochondrial	AT2G20360		Zm00001d018479	True	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9 mitochondrial	0.0	0.5703901165673481	0.9059999999999999	0.5760000000000001	0.0	Bundle_sheath
Zm00001d018485	TG						Zm00001d018485	Probable voltage-gated potassium channel subunit beta	AT1G04690	KV-BETA1	Zm00001d018485 (KV-BETA1)	True							
Zm00001d018571	TG						bZIP-transcription factor 38	BZIP transcription factor			bZIP-transcription factor 38	True	BZIP transcription factor  	1e-06	0.3899883455050671	0.83	0.536	0.0236635085904126	Bundle_sheath
Zm00001d018604	TG						Zm00001d018604				Zm00001d018604	True							
Zm00001d018613	TG						la motif-related  protein1	La-related protein 6C	AT3G19090	LARP6c	la motif-related  protein1 (LARP6c)	True	La-related protein 6C	1e-06	0.3509569089695549	0.83	0.545	0.0128388308089431	Bundle_sheath
Zm00001d018652	TG						Zm00001d018652	FAD/NAD(P)-binding oxidoreductase family protein	AT5G07800		Zm00001d018652	True							
Zm00001d018660	TG						Zm00001d018660	4-coumarate--CoA ligase-like 5	AT5G63380		Zm00001d018660	True							
Zm00001d018687	TG						Zm00001d018687		AT3G14470		Zm00001d018687	True							
Zm00001d018698	TG						G2-like-transcription factor 28	Homeodomain-like superfamily protein	AT2G03500		G2-like-transcription factor 28	True							
Zm00001d018725	TG						Zm00001d018725		AT4G21620		Zm00001d018725	True							
Zm00001d018812	TG						Zm00001d018812		AT1G30130		Zm00001d018812	True							
Zm00001d018864	TG						histone deacetylase	histone deacetylase	AT3G18520	HDA15	histone deacetylase (HDA15)	True							
Zm00001d018915	TG						Zm00001d018915	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein			Zm00001d018915	True							
Zm00001d019079	TG						Zm00001d019079	RNA-binding (RRM/RBD/RNP motifs) family protein	AT3G07810		Zm00001d019079	True							
Zm00001d019093	TG						Zm00001d019093	Small GTP-binding protein	AT3G46060	RABE1c	Zm00001d019093 (RABE1c)	True							
Zm00001d019111	TG						Zm00001d019111				Zm00001d019111	True							
Zm00001d019149	TG						cellulose synthase4	cellulose synthase4	AT5G05170	MRE1	cellulose synthase4 (MRE1)	True							
Zm00001d019180	TG						Zm00001d019180	Nudix hydrolase 16 mitochondrial	AT3G12600	NUDT16	Zm00001d019180 (NUDT16)	True							
Zm00001d019230	TG						sister of indeterminate spikelet1	sister of indeterminate spikelet1	AT4G36920	FLO2	sister of indeterminate spikelet1 (FLO2)	True							
Zm00001d019268	TG						lazarus ortholog5	Protein LAZ1	AT5G26740		lazarus ortholog5	True							
Zm00001d019650	TG						Zm00001d019650		AT1G24560		Zm00001d019650	True							
Zm00001d019656	TG						Zm00001d019656	Manganese-dependent ADP-ribose/CDP-alcohol diphosphatase	AT4G24730		Zm00001d019656	True							
Zm00001d019670	TG						Zm00001d019670	Kinesin-like protein KIN-4A	AT5G47820	FRA1	Zm00001d019670 (FRA1)	True	Kinesin-like protein KIN-4A	0.0	0.489283797890743	0.585	0.254	1.7e-05	Bundle_sheath
Zm00001d019688	TG						Zm00001d019688				Zm00001d019688	True							
Zm00001d019703	TG						Zm00001d019703	Na+/H+ antiporter%2C probable CP0838	AT3G19490	NHD1	Zm00001d019703 (NHD1)	True							
Zm00001d019865	TG						CCAAT-DR1-transcription factor 16	nuclear factor Y subunit B11	AT2G27470	NF-YB11	CCAAT-DR1-transcription factor 16 (NF-YB11)	True							
Zm00001d019899	TG						Zm00001d019899	Rhodanese-like domain-containing protein 9 chloroplastic	AT2G42220		Zm00001d019899	True							
Zm00001d019949	TG						Zm00001d019949	Protein ENHANCED DOWNY MILDEW 2	AT5G55390	EDM2	Zm00001d019949 (EDM2)	True							
Zm00001d019985	TG						Zm00001d019985	GDSL esterase/lipase	AT5G55050		Zm00001d019985	True							
Zm00001d020001	TG						Zm00001d020001	Structural maintenance of chromosomes protein 6B	AT5G61460	SMC6B	Zm00001d020001 (SMC6B)	True							
Zm00001d020046	TG						Homeobox-transcription factor 55	Protein SAWADEE HOMEODOMAIN HOMOLOG 2	AT3G18380	SHH2	Homeobox-transcription factor 55 (SHH2)	True							
Zm00001d020051	TG						Zm00001d020051	Peroxisome biogenesis protein 3-1	AT3G18160	PEX3-1	Zm00001d020051 (PEX3-1)	True							
Zm00001d020160	TG						Zm00001d020160	Protein yippee-like	AT4G27745		Zm00001d020160	True							
Zm00001d020236	TG						Zm00001d020236		AT1G17490		Zm00001d020236	True							
Zm00001d020367	TG						JUMONJI-transcription factor 5	Transcription factor jumonji (jmjC) domain-containing protein	AT1G11950		JUMONJI-transcription factor 5	True							
Zm00001d020409	TG						ZIM-transcription factor 1	Protein TIFY 6B	AT3G17860	TIFY6B	ZIM-transcription factor 1 (TIFY6B)	True							
Zm00001d020414	TG						Zm00001d020414	Putative 1-phosphatidylinositol-3-phosphate 5-kinase FAB1C	AT1G71010	FAB1C	Zm00001d020414 (FAB1C)	True							
Zm00001d020554	TG						Zm00001d020554				Zm00001d020554	True							
Zm00001d020602	TG						Zm00001d020602	alpha/beta-Hydrolases superfamily protein	AT2G03140		Zm00001d020602	True	alpha/beta-Hydrolases superfamily protein	0.0	0.556950897393764	0.248	0.108	1e-06	BSCs
Zm00001d020612	TG						Zm00001d020612	Choline/ethanolamine kinase	AT2G26830	emb1187	Zm00001d020612 (emb1187)	True							
Zm00001d020679	TG						Zm00001d020679		AT1G73470		Zm00001d020679	True							
Zm00001d020723	TG						Zm00001d020723		AT5G66800		Zm00001d020723	True							
Zm00001d020866	TG						Zm00001d020866	ATP-dependent 6-phosphofructokinase 2	AT5G47810	PFK2	Zm00001d020866 (PFK2)	True							
Zm00001d020954	TG						C3H-transcription factor 340	Splicing factor U2af small subunit A	AT5G42820	U2AF35B	C3H-transcription factor 340 (U2AF35B)	True							
Zm00001d020963	TG						Zm00001d020963	3-hydroxy-3-methylglutaryl-coenzyme A reductase 2	AT1G76490	MAD3	Zm00001d020963 (MAD3)	True							
Zm00001d021015	TG						Zm00001d021015	DNA topoisomerase 3-alpha	AT2G32000		Zm00001d021015	True							
Zm00001d021018	TG						Zm00001d021018	60S ribosomal protein L32-1	AT4G18100		Zm00001d021018	True							
Zm00001d021241	TG						Zm00001d021241				Zm00001d021241	True							
Zm00001d021248	TG						Zm00001d021248	NC domain-containing protein-related	AT1G01225		Zm00001d021248	True							
Zm00001d021297	TG						Zm00001d021297	Pantothenate kinase 2	AT4G32180	PANK2	Zm00001d021297 (PANK2)	True							
Zm00001d021310	TG						Zm00001d021310	Triosephosphate isomerase	AT2G21170	TIM	Zm00001d021310 (TIM)	True							
Zm00001d021396	TG						Zm00001d021396	Probable anion transporter 6 chloroplastic	AT5G20380	PHT4;5	Zm00001d021396 (PHT4;5)	True	Probable anion transporter 6 chloroplastic	0.0	0.586775099935009	0.391	0.219	1.4e-05	BSCs
Zm00001d021492	TG						Zm00001d021492	Disease resistance RPP13-like protein 4	AT3G14470		Zm00001d021492	True							
Zm00001d021519	TG						nucleobase:cation symporter20	Nucleobase-ascorbate transporter 11	AT4G38050		nucleobase:cation symporter20	True							
Zm00001d021715	TG						Zm00001d021715	Peptide chain release factor PrfB1 chloroplastic	AT5G36170	HCF109	Zm00001d021715 (HCF109)	True							
Zm00001d021788	TG						elongation factor alpha6	Elongation factor 1-alpha	AT1G07920		elongation factor alpha6	True	Elongation factor 1-alpha  	0.0	0.575081513931917	0.157	0.051	0.0	BSCs
Zm00001d021810	TG						Zm00001d021810	Protein STRUBBELIG-RECEPTOR FAMILY 1	AT1G61240		Zm00001d021810	True							
Zm00001d021815	TG						elongation initiation factor2	elongation initiation factor2	AT1G04170	EIF2 GAMMA	elongation initiation factor2 (EIF2 GAMMA)	True							
Zm00001d021971	TG						Zm00001d021971	Triacylglycerol lipase	AT5G50890		Zm00001d021971	True							
